gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ENSG00000118777,72.98460551918338,-8.581098521860246,1.2719819358833215,-6.746242442429928,1.5172302129619585e-11,4.413416749671337e-10,ABCG2
ENSG00000227345,835.4751237682872,1.1900440226741709,0.18636409564109857,6.385586336146888,1.707419787318938e-10,4.038201618611749e-9,PARG
ENSG00000181544,266.85969035175157,0.9206235936917064,0.16074265121621464,5.727313732391893,1.020333699767833e-8,1.661166539730545e-7,FANCB
ENSG00000085999,935.5393182199599,1.2068644791964385,0.21580271402287002,5.592443471626308,2.2389606057890517e-8,3.375638954973558e-7,RAD54L
ENSG00000079246,9770.728169663897,0.7279140114304513,0.1435260439163436,5.071651050695213,3.943790488787465e-7,4.429277424893815e-6,XRCC5
ENSG00000185379,741.9923024154486,0.8424397856598537,0.19104943406979197,4.409538242087141,1.0359126480933659e-5,7.928657957455127e-5,RAD51D
ENSG00000143799,5222.241619182669,0.7628351662261649,0.17670070303640922,4.317103175695812,1.5809027300069205e-5,1.1480677432781931e-4,PARP1
ENSG00000149311,1755.791160114759,-0.688309116451,0.16252786232086577,-4.235022270163908,2.2852905639346706e-5,1.581927238752668e-4,ATM
ENSG00000041880,951.4828149203228,-1.336552140385186,0.3185682114225886,-4.1954975181507255,2.7227326822364546e-5,1.8463943103755253e-4,PARP3
ENSG00000071794,2031.3690436805887,-0.7742069449545249,0.19436505461454823,-3.9832620451751493,6.797573109560268e-5,4.107095237255027e-4,HLTF
ENSG00000129484,1402.6790962221505,-1.0343489145600508,0.26501999885052757,-3.9029089089364466,9.504347937356845e-5,5.494365961474497e-4,PARP2
ENSG00000187790,467.56620932934595,-0.8148599675704442,0.22114832176116797,-3.6846762438941902,2.2899352842489833e-4,0.0011750115035376778,FANCM
ENSG00000070501,275.0215942890728,0.6416397960847456,0.1805044937825094,3.554702615093118,3.784068259417266e-4,0.0017988456673671668,POLB
ENSG00000132646,4974.937278260035,-0.5946946590791802,0.1851871108423235,-3.2113177659838836,0.0013212774241627724,0.005172314718036635,PCNA
ENSG00000067369,3122.622236307866,-0.8501088149540537,0.27079539227330823,-3.139303101937777,0.001693501806171936,0.006416547886202959,TP53BP1
ENSG00000182185,145.6921878645499,-0.9293043281766555,0.3097066763763689,-3.000595076120751,0.0026945261946089826,0.009501416913898228,RAD51B
ENSG00000073050,1146.8779936843093,-0.24545861047012224,0.08226888390537673,-2.983614202818669,0.0028486570566878472,0.009951346557644404,XRCC1
ENSG00000111602,2574.7299822084215,-0.7319527928854553,0.2542802278867051,-2.8785281457730085,0.003995356270840527,0.013141812435425646,TIMELESS
ENSG00000020922,989.4382865277174,0.7556222574443181,0.2633974058965332,2.8687536039786923,0.004120926865704454,0.01349356190107966,MRE11
ENSG00000135945,962.7811299056974,-0.5346723591029979,0.1898263020406182,-2.8166400196143053,0.004852888444094112,0.015456530649509331,REV1
ENSG00000144554,1250.8849944537255,0.5950008345579727,0.21225040599299896,2.8032965674402464,0.005058313231546932,0.01597293482446343,FANCD2
ENSG00000168496,3488.5020772465746,0.46424775565536214,0.17107562245805324,2.713699058842782,0.006653658008991264,0.020153719074731794,FEN1
ENSG00000196419,12219.157169294396,0.5373540433921902,0.2022264456716104,2.6571897736104386,0.007879507367538056,0.023212991125408085,XRCC6
ENSG00000139618,822.1587159625919,-0.795905331333337,0.30155950389951014,-2.639297787141073,0.008307796923577675,0.024243483533274747,BRCA2
ENSG00000070950,1029.1850255121315,0.6246661189815457,0.25959982720672803,2.4062655422497765,0.01611654531898133,0.04203150189857766,RAD18
ENSG00000115392,723.3441594060423,-0.44479655449445893,0.1849903951775928,-2.4044305330957823,0.01619768437929493,0.04220118686688402,FANCL
ENSG00000005156,895.4857251101965,0.3769540769763456,0.15934526680070546,2.365643389005118,0.01799877197023141,0.04595310101128131,LIG3
